,city,price,rating,store,title,ulasan
12462,Kab. Bekasi,2.850.000,0,"
Bahari Cell
",REALME 3 PRO RAM 6 - 64 GB,0
12463,Cilegon,2.999.000,0,"
warung data selluler
",REALME 5 PRO NEW RAM 4GB ROM 128GB ORIGINAL GARANSI RESMI,0
12464,Kab. Bekasi,2.680.000,5.0,"
Bahari Cell
",REALME 3 PRO RAM 4 - 64 GB,5
12465,Jakarta Selatan,2.850.000,0,"
HENDRI SARTONO
",Oppo F11,0
12466,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
12467,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
12468,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
12469,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
12470,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
12471,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
12472,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
12473,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
12474,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
12475,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
12476,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
12477,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
12478,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
12479,Jakarta Pusat,55.000,0,"
Cell Gase
",case Realme 5 Pro Realme 5 Carbon Original Kori,0
12480,Jakarta Pusat,1.215.000,4.5,"
Hose Shop
",Philips s562z Ram 4GB Rom 64gb New,4
12481,Jakarta Pusat,1.050.000,5.0,"
Hose Shop
",China Mobile N3 3GB 32GB M850 FHD NFC QuickCharge 3.0 SD,5
12482,Jakarta Pusat,1.275.000,4.9,"
Hose Shop
",Blackview S8 Ram 4GB 64GB Black View NEW BNIB,14
12483,Jakarta Pusat,1.165.000,5.0,"
Hose Shop
",Smart Phone OBXIN 4G PLUS V16 64GB RAM 4GB Cloud,1
12484,Kab. Bekasi,1.950.000,4.6,"
Bahari Cell
",REALME 3 RAM 3 - 64 GB,5
12485,Jakarta Pusat,1.615.000,5.0,"
Hi Phone
",ProTrully Darling V10S - Ram 4GB Internal 64GB - NFC - VR Camera,6
12486,Jakarta Pusat,1.215.000,4.7,"
Hi Phone
",Philips S562z - 4GB Ram 64 GB Internal - Garansi,3
12487,Jakarta Pusat,990.000,5.0,"
Hi Phone
",Changhong R8 - 4GB Ram 64 GB Internal - Garansi,3
12488,Jakarta Pusat,1.875.000,4.9,"
Hi Phone
",Gome U9 - Ram 6GB Internal 64GB - Face ID - Garansi 1 Tahun..,8
12489,Jakarta Pusat,1.300.000,4.0,"
Hi Phone
",Xiaomi Mi 5 - 32GB Internal - RAM 3GB - Support NFC,3
12490,Jakarta Pusat,980.000,4.9,"
Hi Phone
",XIAOMI NOTE BAMBOO GARANSI DISTRIBUTOR 1 TAHUN,22
12491,Jakarta Pusat,1.615.000,5.0,"
VIP Cellular
",Smartphone Protruly V10S 64GB 4GB Ram NEW Garansi 1 Tahun,19
12492,Kab. Bekasi,3.299.000,4.7,"
Bahari Cell
",REALME 3 PRO RAM 6 - 128 GB,25
12493,Kab. Bekasi,2.850.000,0,"
Bahari Cell
",REALME 3 PRO RAM 6 - 64 GB,0
12494,Cilegon,2.999.000,0,"
warung data selluler
",REALME 5 PRO NEW RAM 4GB ROM 128GB ORIGINAL GARANSI RESMI,0
12495,Kab. Bekasi,2.680.000,5.0,"
Bahari Cell
",REALME 3 PRO RAM 4 - 64 GB,5
12496,Jakarta Selatan,2.850.000,0,"
HENDRI SARTONO
",Oppo F11,0
12497,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
12498,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
12499,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
12500,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
12501,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
12502,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
12503,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
12504,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
12505,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
12506,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
12507,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
12508,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
12509,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
12510,Jakarta Pusat,1.215.000,4.5,"
Hose Shop
",Philips s562z Ram 4GB Rom 64gb New,4
12511,Jakarta Pusat,1.050.000,5.0,"
Hose Shop
",China Mobile N3 3GB 32GB M850 FHD NFC QuickCharge 3.0 SD,5
12512,Jakarta Pusat,1.275.000,4.9,"
Hose Shop
",Blackview S8 Ram 4GB 64GB Black View NEW BNIB,14
12513,Jakarta Pusat,1.165.000,5.0,"
Hose Shop
",Smart Phone OBXIN 4G PLUS V16 64GB RAM 4GB Cloud,1
12514,Kab. Bekasi,1.950.000,4.6,"
Bahari Cell
",REALME 3 RAM 3 - 64 GB,5
12515,Jakarta Pusat,1.615.000,5.0,"
Hi Phone
",ProTrully Darling V10S - Ram 4GB Internal 64GB - NFC - VR Camera,6
12516,Jakarta Pusat,1.215.000,4.7,"
Hi Phone
",Philips S562z - 4GB Ram 64 GB Internal - Garansi,3
12517,Jakarta Pusat,990.000,5.0,"
Hi Phone
",Changhong R8 - 4GB Ram 64 GB Internal - Garansi,3
12518,Jakarta Pusat,1.875.000,4.9,"
Hi Phone
",Gome U9 - Ram 6GB Internal 64GB - Face ID - Garansi 1 Tahun..,8
12519,Jakarta Pusat,1.300.000,4.0,"
Hi Phone
",Xiaomi Mi 5 - 32GB Internal - RAM 3GB - Support NFC,3
12520,Jakarta Pusat,980.000,4.9,"
Hi Phone
",XIAOMI NOTE BAMBOO GARANSI DISTRIBUTOR 1 TAHUN,22
12521,Jakarta Pusat,1.615.000,5.0,"
VIP Cellular
",Smartphone Protruly V10S 64GB 4GB Ram NEW Garansi 1 Tahun,19
12522,Kab. Bekasi,3.299.000,4.7,"
Bahari Cell
",REALME 3 PRO RAM 6 - 128 GB,25
12523,Kab. Bekasi,2.850.000,0,"
Bahari Cell
",REALME 3 PRO RAM 6 - 64 GB,0
12524,Cilegon,2.999.000,0,"
warung data selluler
",REALME 5 PRO NEW RAM 4GB ROM 128GB ORIGINAL GARANSI RESMI,0
12525,Kab. Bekasi,2.680.000,5.0,"
Bahari Cell
",REALME 3 PRO RAM 4 - 64 GB,5
12526,Jakarta Selatan,2.850.000,0,"
HENDRI SARTONO
",Oppo F11,0
12527,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
12528,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
12529,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
12530,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
12531,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
12532,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
12533,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
12534,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
12535,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
12536,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
12537,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
12538,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
12539,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
12540,Jakarta Pusat,1.215.000,4.5,"
Hose Shop
",Philips s562z Ram 4GB Rom 64gb New,4
12541,Jakarta Pusat,1.050.000,5.0,"
Hose Shop
",China Mobile N3 3GB 32GB M850 FHD NFC QuickCharge 3.0 SD,5
12542,Jakarta Pusat,1.275.000,4.9,"
Hose Shop
",Blackview S8 Ram 4GB 64GB Black View NEW BNIB,14
12543,Jakarta Pusat,1.165.000,5.0,"
Hose Shop
",Smart Phone OBXIN 4G PLUS V16 64GB RAM 4GB Cloud,1
12544,Kab. Bekasi,1.950.000,4.6,"
Bahari Cell
",REALME 3 RAM 3 - 64 GB,5
12545,Jakarta Pusat,1.615.000,5.0,"
Hi Phone
",ProTrully Darling V10S - Ram 4GB Internal 64GB - NFC - VR Camera,6
12546,Jakarta Pusat,1.215.000,4.7,"
Hi Phone
",Philips S562z - 4GB Ram 64 GB Internal - Garansi,3
12547,Jakarta Pusat,990.000,5.0,"
Hi Phone
",Changhong R8 - 4GB Ram 64 GB Internal - Garansi,3
12548,Jakarta Pusat,1.875.000,4.9,"
Hi Phone
",Gome U9 - Ram 6GB Internal 64GB - Face ID - Garansi 1 Tahun..,8
12549,Jakarta Pusat,1.300.000,4.0,"
Hi Phone
",Xiaomi Mi 5 - 32GB Internal - RAM 3GB - Support NFC,3
12550,Jakarta Pusat,980.000,4.9,"
Hi Phone
",XIAOMI NOTE BAMBOO GARANSI DISTRIBUTOR 1 TAHUN,22
12551,Jakarta Pusat,1.615.000,5.0,"
VIP Cellular
",Smartphone Protruly V10S 64GB 4GB Ram NEW Garansi 1 Tahun,19
12552,Kab. Bekasi,3.299.000,4.7,"
Bahari Cell
",REALME 3 PRO RAM 6 - 128 GB,25
12553,Kab. Bekasi,2.850.000,0,"
Bahari Cell
",REALME 3 PRO RAM 6 - 64 GB,0
12554,Cilegon,2.999.000,0,"
warung data selluler
",REALME 5 PRO NEW RAM 4GB ROM 128GB ORIGINAL GARANSI RESMI,0
12555,Kab. Bekasi,2.680.000,5.0,"
Bahari Cell
",REALME 3 PRO RAM 4 - 64 GB,5
12556,Jakarta Selatan,2.850.000,0,"
HENDRI SARTONO
",Oppo F11,0
12557,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
12558,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
12559,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
12560,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
12561,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
12562,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
12563,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
12564,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
12565,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
12566,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
12567,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
12568,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
12569,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
12570,Jakarta Pusat,1.215.000,4.5,"
Hose Shop
",Philips s562z Ram 4GB Rom 64gb New,4
12571,Jakarta Pusat,1.050.000,5.0,"
Hose Shop
",China Mobile N3 3GB 32GB M850 FHD NFC QuickCharge 3.0 SD,5
12572,Jakarta Pusat,1.275.000,4.9,"
Hose Shop
",Blackview S8 Ram 4GB 64GB Black View NEW BNIB,14
12573,Jakarta Pusat,1.165.000,5.0,"
Hose Shop
",Smart Phone OBXIN 4G PLUS V16 64GB RAM 4GB Cloud,1
12574,Kab. Bekasi,1.950.000,4.6,"
Bahari Cell
",REALME 3 RAM 3 - 64 GB,5
12575,Jakarta Pusat,1.615.000,5.0,"
Hi Phone
",ProTrully Darling V10S - Ram 4GB Internal 64GB - NFC - VR Camera,6
12576,Jakarta Pusat,1.215.000,4.7,"
Hi Phone
",Philips S562z - 4GB Ram 64 GB Internal - Garansi,3
12577,Jakarta Pusat,990.000,5.0,"
Hi Phone
",Changhong R8 - 4GB Ram 64 GB Internal - Garansi,3
12578,Jakarta Pusat,1.875.000,4.9,"
Hi Phone
",Gome U9 - Ram 6GB Internal 64GB - Face ID - Garansi 1 Tahun..,8
12579,Jakarta Pusat,1.300.000,4.0,"
Hi Phone
",Xiaomi Mi 5 - 32GB Internal - RAM 3GB - Support NFC,3
12580,Jakarta Pusat,980.000,4.9,"
Hi Phone
",XIAOMI NOTE BAMBOO GARANSI DISTRIBUTOR 1 TAHUN,22
12581,Jakarta Pusat,1.615.000,5.0,"
VIP Cellular
",Smartphone Protruly V10S 64GB 4GB Ram NEW Garansi 1 Tahun,19
12582,Kab. Bekasi,3.299.000,4.7,"
Bahari Cell
",REALME 3 PRO RAM 6 - 128 GB,25
12583,Kab. Bekasi,2.850.000,0,"
Bahari Cell
",REALME 3 PRO RAM 6 - 64 GB,0
12584,Cilegon,2.999.000,0,"
warung data selluler
",REALME 5 PRO NEW RAM 4GB ROM 128GB ORIGINAL GARANSI RESMI,0
12585,Kab. Bekasi,2.680.000,5.0,"
Bahari Cell
",REALME 3 PRO RAM 4 - 64 GB,5
12586,Jakarta Selatan,2.850.000,0,"
HENDRI SARTONO
",Oppo F11,0
12587,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
12588,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
12589,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
12590,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
12591,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
12592,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
12593,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
12594,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
12595,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
12596,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
12597,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
12598,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
12599,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
12600,Jakarta Pusat,1.215.000,4.5,"
Hose Shop
",Philips s562z Ram 4GB Rom 64gb New,4
12601,Jakarta Pusat,1.050.000,5.0,"
Hose Shop
",China Mobile N3 3GB 32GB M850 FHD NFC QuickCharge 3.0 SD,5
12602,Jakarta Pusat,1.275.000,4.9,"
Hose Shop
",Blackview S8 Ram 4GB 64GB Black View NEW BNIB,14
12603,Jakarta Pusat,1.165.000,5.0,"
Hose Shop
",Smart Phone OBXIN 4G PLUS V16 64GB RAM 4GB Cloud,1
12604,Kab. Bekasi,1.950.000,4.6,"
Bahari Cell
",REALME 3 RAM 3 - 64 GB,5
12605,Jakarta Pusat,1.615.000,5.0,"
Hi Phone
",ProTrully Darling V10S - Ram 4GB Internal 64GB - NFC - VR Camera,6
12606,Jakarta Pusat,1.215.000,4.7,"
Hi Phone
",Philips S562z - 4GB Ram 64 GB Internal - Garansi,3
12607,Jakarta Pusat,990.000,5.0,"
Hi Phone
",Changhong R8 - 4GB Ram 64 GB Internal - Garansi,3
12608,Jakarta Pusat,1.875.000,4.9,"
Hi Phone
",Gome U9 - Ram 6GB Internal 64GB - Face ID - Garansi 1 Tahun..,8
12609,Jakarta Pusat,1.300.000,4.0,"
Hi Phone
",Xiaomi Mi 5 - 32GB Internal - RAM 3GB - Support NFC,3
12610,Jakarta Pusat,980.000,4.9,"
Hi Phone
",XIAOMI NOTE BAMBOO GARANSI DISTRIBUTOR 1 TAHUN,22
12611,Jakarta Pusat,1.615.000,5.0,"
VIP Cellular
",Smartphone Protruly V10S 64GB 4GB Ram NEW Garansi 1 Tahun,19
12612,Kab. Bekasi,3.299.000,4.7,"
Bahari Cell
",REALME 3 PRO RAM 6 - 128 GB,25
12613,Kab. Bekasi,2.850.000,0,"
Bahari Cell
",REALME 3 PRO RAM 6 - 64 GB,0
12614,Cilegon,2.999.000,0,"
warung data selluler
",REALME 5 PRO NEW RAM 4GB ROM 128GB ORIGINAL GARANSI RESMI,0
12615,Kab. Bekasi,2.680.000,5.0,"
Bahari Cell
",REALME 3 PRO RAM 4 - 64 GB,5
12616,Jakarta Selatan,2.850.000,0,"
HENDRI SARTONO
",Oppo F11,0
12617,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
12618,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
12619,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
12620,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
12621,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
12622,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
12623,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
12624,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
12625,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
12626,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
12627,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
12628,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
12629,Lamongan,1.500.000,0,"
inarafhone
",samsung j6,0
12630,Jakarta Pusat,990.000,5.0,"
Hose Shop
",Smartphone Changhong R8 Ram 4GB Rom 64gb,3
12631,Jakarta Pusat,1.215.000,4.5,"
Hose Shop
",Philips s562z Ram 4GB Rom 64gb New,4
12632,Jakarta Pusat,1.050.000,5.0,"
Hose Shop
",China Mobile N3 3GB 32GB M850 FHD NFC QuickCharge 3.0 SD,5
12633,Jakarta Pusat,1.275.000,4.9,"
Hose Shop
",Blackview S8 Ram 4GB 64GB Black View NEW BNIB,14
12634,Jakarta Pusat,1.165.000,5.0,"
Hose Shop
",Smart Phone OBXIN 4G PLUS V16 64GB RAM 4GB Cloud,1
12635,Kab. Bekasi,1.950.000,4.6,"
Bahari Cell
",REALME 3 RAM 3 - 64 GB,5
12636,Jakarta Pusat,1.615.000,5.0,"
Hi Phone
",ProTrully Darling V10S - Ram 4GB Internal 64GB - NFC - VR Camera,6
12637,Jakarta Pusat,1.215.000,4.7,"
Hi Phone
",Philips S562z - 4GB Ram 64 GB Internal - Garansi,3
12638,Jakarta Pusat,990.000,5.0,"
Hi Phone
",Changhong R8 - 4GB Ram 64 GB Internal - Garansi,3
12639,Jakarta Pusat,1.875.000,4.9,"
Hi Phone
",Gome U9 - Ram 6GB Internal 64GB - Face ID - Garansi 1 Tahun..,8
12640,Jakarta Pusat,1.300.000,4.0,"
Hi Phone
",Xiaomi Mi 5 - 32GB Internal - RAM 3GB - Support NFC,3
12641,Jakarta Pusat,980.000,4.9,"
Hi Phone
",XIAOMI NOTE BAMBOO GARANSI DISTRIBUTOR 1 TAHUN,22
12642,Jakarta Pusat,1.615.000,5.0,"
VIP Cellular
",Smartphone Protruly V10S 64GB 4GB Ram NEW Garansi 1 Tahun,19
12643,Kab. Bekasi,3.299.000,4.7,"
Bahari Cell
",REALME 3 PRO RAM 6 - 128 GB,25
12644,Kab. Bekasi,2.850.000,0,"
Bahari Cell
",REALME 3 PRO RAM 6 - 64 GB,0
12645,Cilegon,2.999.000,0,"
warung data selluler
",REALME 5 PRO NEW RAM 4GB ROM 128GB ORIGINAL GARANSI RESMI,0
12646,Kab. Bekasi,2.680.000,5.0,"
Bahari Cell
",REALME 3 PRO RAM 4 - 64 GB,5
12647,Jakarta Selatan,2.850.000,0,"
HENDRI SARTONO
",Oppo F11,0
12648,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
12649,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
12650,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
12651,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
12652,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
12653,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
12654,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
12655,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
12656,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
12657,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
12658,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
12659,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
12660,Jakarta Pusat,990.000,5.0,"
Hose Shop
",Smartphone Changhong R8 Ram 4GB Rom 64gb,3
12661,Jakarta Pusat,1.215.000,4.5,"
Hose Shop
",Philips s562z Ram 4GB Rom 64gb New,4
12662,Jakarta Pusat,1.050.000,5.0,"
Hose Shop
",China Mobile N3 3GB 32GB M850 FHD NFC QuickCharge 3.0 SD,5
12663,Jakarta Pusat,1.275.000,4.9,"
Hose Shop
",Blackview S8 Ram 4GB 64GB Black View NEW BNIB,14
12664,Jakarta Pusat,1.165.000,5.0,"
Hose Shop
",Smart Phone OBXIN 4G PLUS V16 64GB RAM 4GB Cloud,1
12665,Kab. Bekasi,1.950.000,4.6,"
Bahari Cell
",REALME 3 RAM 3 - 64 GB,5
12666,Jakarta Pusat,1.615.000,5.0,"
Hi Phone
",ProTrully Darling V10S - Ram 4GB Internal 64GB - NFC - VR Camera,6
12667,Jakarta Pusat,1.215.000,4.7,"
Hi Phone
",Philips S562z - 4GB Ram 64 GB Internal - Garansi,3
12668,Jakarta Pusat,990.000,5.0,"
Hi Phone
",Changhong R8 - 4GB Ram 64 GB Internal - Garansi,3
12669,Jakarta Pusat,1.875.000,4.9,"
Hi Phone
",Gome U9 - Ram 6GB Internal 64GB - Face ID - Garansi 1 Tahun..,8
12670,Jakarta Pusat,1.300.000,4.0,"
Hi Phone
",Xiaomi Mi 5 - 32GB Internal - RAM 3GB - Support NFC,3
12671,Jakarta Pusat,980.000,4.9,"
Hi Phone
",XIAOMI NOTE BAMBOO GARANSI DISTRIBUTOR 1 TAHUN,22
12672,Jakarta Pusat,1.615.000,5.0,"
VIP Cellular
",Smartphone Protruly V10S 64GB 4GB Ram NEW Garansi 1 Tahun,19
12673,Kab. Bekasi,3.299.000,4.7,"
Bahari Cell
",REALME 3 PRO RAM 6 - 128 GB,25
12674,Kab. Bekasi,2.850.000,0,"
Bahari Cell
",REALME 3 PRO RAM 6 - 64 GB,0
12675,Cilegon,2.999.000,0,"
warung data selluler
",REALME 5 PRO NEW RAM 4GB ROM 128GB ORIGINAL GARANSI RESMI,0
12676,Kab. Bekasi,2.680.000,5.0,"
Bahari Cell
",REALME 3 PRO RAM 4 - 64 GB,5
12677,Jakarta Selatan,2.850.000,0,"
HENDRI SARTONO
",Oppo F11,0
12678,Kab. Bekasi,3.150.000,5.0,"
Bahari Cell
",ASUS ZENFONE MAX PRO M2 RAM 6 - 64 GB,10
12679,Kab. Bekasi,3.630.000,5.0,"
Bahari Cell
",REALME X,1
12680,Kab. Bekasi,3.020.000,5.0,"
Bahari Cell
",VIVO Z1 PRO RAM 4 - 64 GB,1
12681,Kab. Bekasi,2.790.000,5.0,"
Bahari Cell
",REALME 5 PRO RAM 4 - 128 GB,1
12682,Sukoharjo,9.500.000,0,"
Mas Joko Camera
",Huawei P30 Baru Bonus FreeLace,0
12683,Kab. Tangerang,3.850.000,0,"
Melinda
",vivo y83 pri,0
12684,Kab. Tangerang,3.400.000,0,"
Melinda
",samsung A7 2018,0
12685,Kab. Tangerang,2.660.000,0,"
Melinda
",oppo A7 2019,0
12686,Bogor,3.000.000,0,"
mohamad ferdin
",vivo v15,0
12687,Jakarta Pusat,4.940.000,0,"
Fitri Sandra
",SAMSUNG A70 RAM 6GB INTERNAL 128GB NEW SEIN,0
12688,Magetan,1.600.000,0,"
Weni setyo Pambudi
",SAMSUNG A5 2017,0
12689,Jakarta Pusat,11.325.000,0,"
Fitri Sandra
",SAMSUNG GALAXY S10 PLUS RAM 8GB NEW SEIN,0
12690,Jakarta Pusat,1.615.000,5.0,"
Hose Shop
",Smartphone Protruly V10S 64GB 4GB Ram NEW,2
12691,Jakarta Pusat,990.000,5.0,"
Hose Shop
",Smartphone Changhong R8 Ram 4GB Rom 64gb,3
12692,Jakarta Pusat,1.215.000,4.5,"
Hose Shop
",Philips s562z Ram 4GB Rom 64gb New,4
12693,Jakarta Pusat,1.050.000,5.0,"
Hose Shop
",China Mobile N3 3GB 32GB M850 FHD NFC QuickCharge 3.0 SD,5
12694,Jakarta Pusat,1.275.000,4.9,"
Hose Shop
",Blackview S8 Ram 4GB 64GB Black View NEW BNIB,14
12695,Jakarta Pusat,1.165.000,5.0,"
Hose Shop
",Smart Phone OBXIN 4G PLUS V16 64GB RAM 4GB Cloud,1
12696,Kab. Bekasi,1.950.000,4.6,"
Bahari Cell
",REALME 3 RAM 3 - 64 GB,5
12697,Jakarta Pusat,1.615.000,5.0,"
Hi Phone
",ProTrully Darling V10S - Ram 4GB Internal 64GB - NFC - VR Camera,6
12698,Jakarta Pusat,1.215.000,4.7,"
Hi Phone
",Philips S562z - 4GB Ram 64 GB Internal - Garansi,3
12699,Jakarta Pusat,990.000,5.0,"
Hi Phone
",Changhong R8 - 4GB Ram 64 GB Internal - Garansi,3
12700,Jakarta Pusat,1.875.000,4.9,"
Hi Phone
",Gome U9 - Ram 6GB Internal 64GB - Face ID - Garansi 1 Tahun..,8
